BOROUGH,ZIP,BUILDING_NO,STREET,BLOCK,LOT,COUNTY,CITY,STATUS1,STATUS2,STATUS3
QUEENS,11355,42-03,College Point Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,42-05,College Point Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,42-07,College Point Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,42-09,College Point Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,42-11,College Point Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,134-05 TO 134-17,Dahlia Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,43-15,Saull Street,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,138-52,Elder Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,138-70,Elder Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,41-34,Frame Place,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,41-63,Frame Place,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11355,133-02,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11355,41-80 TO 41-81,Frame Place,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,41-90,Frame Place,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,134-14,Franklin Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,134-30 TO 134-39,Franklin Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,137-05,Franklin Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,137-10,Franklin Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,138-15,Franklin Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,140-10,Franklin Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,140-26,Franklin Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,ARTICLE 11
QUEENS,11355,142-02,Franklin Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,142-15,Franklin Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,142-20,Franklin Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,142-41,Franklin Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,137-75,Geranium Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,45-10 TO 45-28,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,41-18,Haight Street,,15,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,146-26,Hawthorne Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,140-15,Holly Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,4207,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,41-25,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,42-02,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,42-20,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,42-33,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,42-45,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,42-65,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,43-32,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,43-43,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,43-44,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,43-55,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,43-70,Kissena Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,42-60,Main Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,42-95,Main Street,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,132-09,Maple Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,132-17,Maple Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,132-24,Maple Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,132-25,Maple Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,J-51
QUEENS,11355,132-45,Maple Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,J-51
QUEENS,11355,134-37,Maple Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,134-38,Maple Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,134-54,Maple Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,136-42,Maple Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,41-08,Parsons Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,41-11,Parsons Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11355,144-20,41st Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11355,41-40,Parsons Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11355,41-42 TO 41-48,Parsons Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,41-69,Parsons Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,45-35,Parsons Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,42-66,Phlox Place,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,132-20,Pople Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,132-22,Pople Avenue,,,63,FLUSHING,,MULTIPLE DWELLING B,
QUEENS,11355,132-25,Pople Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,132-49,Pople Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11355,132-54,Pople Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,132-08,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,132-35,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,132-40,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING B,
QUEENS,11355,132-70,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,133-01,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,133-17,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING B,
QUEENS,11355,133-24,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,140-08,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,140-20,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,140-30,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,142-30,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,142-46,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,41-60,Bowne Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,143-07,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,143-30,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING B,
QUEENS,11355,143-33,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,143-45,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,144-35 TO 144-45,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,144-41,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,144-44,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,144-52 TO 144-64,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,144-80,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,147-05,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,147-25,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,150-15,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,155-17,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,EVICT COOP/CONDO
QUEENS,11355,157-11,Sanford Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,42-04,Saull Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,42-91,Saull Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,46-06,Smart Street,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11355,41-69,Summit Court,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,41-70,Summit Court,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,41-71,Summit Court,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,41-72,Summit Court,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,41-73,Summit Court,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11355,41-74,Summit Court,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,41-75,Summit Court,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11355,41-76,Summit Court,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11355,41-78,Summit Court,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (16)
QUEENS,11355,41-80,Summit Court,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (16)
QUEENS,11355,41-40,Union Street,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11355,42-30,Union Street,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11355,42-37,Union Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11355,42-52,Union Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11356,10-39,115th Street,,,63,COLLEGE POINT,,MULTIPLE DWELLING A,
QUEENS,11356,10-41,115th Street,,,63,FLUSHING,,MULTIPLE DWELLING B,
QUEENS,11356,10-45,115th Street,,,63,COLLEGE POINT,,MULTIPLE DWELLING A,
QUEENS,11356,10-47,115th Street,,,63,COLLEGE POINT,,MULTIPLE DWELLING A,
QUEENS,11356,10-49,115th Street,,,63,COLLEGE POINT,,MULTIPLE DWELLING A,
QUEENS,11356,10-53,115th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11356,10-55,115th Street,,,63,COLLEGE POINT,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11356,10-57,115th Street,,,63,COLLEGE POINT,,MULTIPLE DWELLING A,
QUEENS,11356,12-37,117th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11356,22-09,119th Street,,,63,COLLEGE POINT,,MULTIPLE DWELLING A,
QUEENS,11356,2208,120th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11356,22-14,120th Street,,,63,FLUSHING,,MULTIPLE DWELLING B,ROOMING HOUSE
QUEENS,11356,22-18,120th Street,,,63,COLLEGE POINT,,MULTIPLE DWELLING B,
QUEENS,11356,15-23,123rd Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11356,15-25,125th Street,,,63,COLLEGE POINT,,MULTIPLE DWELLING A,
QUEENS,11356,15-27,125th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11356,23-37,125th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11356,23-39,125th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11356,116-17 TO 116-19,14th Road,,,63,COLLEGE POINT,,MULTIPLE DWELLING A,
QUEENS,11356,120-12 TO 120-14,18th Avenue,,,63,COLLEGE POINT,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11356,123-14,18th Avenue,,,63,COLLEGE POINT,,MULTIPLE DWELLING A,
QUEENS,11356,22-21,College Point Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11356,22-23,College Point Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11357,166-25,12th Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,167-05,12th Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,167-15,12th Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,13-39,146th Place,,,63,WHITESTONE,,MULTIPLE DWELLING A,
QUEENS,11357,146-39,14th Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,
QUEENS,11357,20-20,146th Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,
QUEENS,11357,20-24,146th Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,
QUEENS,11357,20-30,146th Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,
QUEENS,11357,15-06,150th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11357,154-17,15th Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,
QUEENS,11357,154-17,Cross Island Parkway,,,63,WHITESTONE,,MULTIPLE DWELLING A,
QUEENS,11357,7-15,162nd Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,09-05,162nd Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,10-01,162nd Street,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,10-11,162nd Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,10-21,162nd Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,11-01,162nd Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,07-04,166th Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,7-24,166th Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,7-25,166th Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,09-05,166th Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,9-15,166th Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,9-20,166th Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,10-10,166th Street,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,145-05,21st Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,
QUEENS,11357,149-47 TO 149-55,22nd Avenue,,7501,63,WHITESTONE,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11357,149-57 TO 149-65,22nd Avenue,,7501,63,WHITESTONE,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11357,149-15 TO 149-35,25th Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11357,162-11,9th Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,162-20,9th Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,162-31,9th Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,162-40,9th Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,166-31,9th Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,166-35,9th Avenue,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,151-05,Cross Island Parkway,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,19-10,Parsons Boulevard,,,63,WHITESTONE,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11357,160-15,Powells Cove Boulevard,,,63,WHITESTONE,,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE
QUEENS,11357,162-01,Powells Cove Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,162-10,Powells Cove Boulevard,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,162-21,Powells Cove Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,162-30,Powells Cove Boulevard,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,162-41,Powells Cove Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,166-10,Powells Cove Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,166-26,Powells Cove Boulevard,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,166-40,Powells Cove Boulevard,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,166-41,Powells Cove Boulevard,,,63,WHITESTONE,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11357,10-33,Whitestone Expressway,,62,63,WHITESTONE,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11357,10-25,Whitestone Expressway,,62,63,WHITESTONE,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11357,10-31,Whitestone Expressway,,62,63,WHITESTONE,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11357,157-20,Willets Point Boulevard,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,41-05,158th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,42-53,158th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,42-55,158th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11358,42-57,158th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,42-59,158th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11358,43-39,158th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,41-04 TO 41-08,159th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,41-13,159th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11358,42-35,159th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,43-06,159th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,43-11,159th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,43-12,159th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,43-52,160th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11358,45-57,160th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11358,35-91,161st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11358,43-73,161st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,45-78,161st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,J-51
QUEENS,11358,45-78A,161st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11358,45-80,161st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11358,35-40,163rd Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,35-44,163rd Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,35-91,163rd Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,43-76,163rd Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,35-58,164th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,35-60,164th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11358,35-86,164th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-01 TO 36-09,164th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,43-06,164th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-01,165th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11358,36-03,165th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11358,36-09,165th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11358,36-14,165th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-15,165th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11358,42-14,165th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,ROOMING HOUSE
QUEENS,11358,42-16,165th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,42-18,165th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,43-19,165th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,43-23,165th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,43-24,165th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,43-26,165th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-15,166th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-17 TO 36-19,166th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11358,36-25,166th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11358,36-27,166th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11358,36-19,167th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-35,167th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,35-69,168th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-03,168th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-15,168th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-19,168th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-20,168th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO
QUEENS,11358,36-23,168th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,35-06,169th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-16,169th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11358,36-33,169th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11358,36-34,169th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (1-15)
QUEENS,11358,36-36,169th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11358,36-21 TO 36-35,170th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-35 TO 36-40,171st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,28-02 TO 28-32,172nd Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,171-06,28th Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-26,172nd Street,,,63,FLUSHING,,MULTIPLE DWELLING A,421-A (16)
QUEENS,11358,36-29 TO 36-46,172nd Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,35-22,190th Street,,,63,FLUSHING,,MULTIPLE DWELLING B,
QUEENS,11358,35-26,190th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,40-35,190th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,40-41,190th Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,35-01 TO 35-09,191st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11358,191-02 TO 191-06,35th Avenue,,,63,FLUSHING,,MULTIPLE DWELLING A,GARDEN COMPLEX
QUEENS,11358,36-03,191st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-07,191st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-11,191st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-21,191st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-25,191st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,36-29,191st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,40-07,191st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,40-24,191st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
QUEENS,11358,40-26,191st Street,,,63,FLUSHING,,MULTIPLE DWELLING A,
